term,tone
fotoshop,-0.59
1510,-0.59
хайтоп,-0.59
saaaaad,-0.59
#Askren,-0.59
печааалька,-0.59
#курсач#диплом#жизньболь,-0.59
"#TROYELOOKATTHISPLAGIARISM
Чет",-0.59
сервантес,-0.59
угаааааар,-0.59
витня,-0.59
игнорте,-0.59
роковый,-0.59
дадзать,-0.59
"#Самара
https://t.co/qHBDxAdQhh",-0.59
балиар,-0.59
прайма,-0.59
мельников,-0.59
100500лет,-0.59
#тачкаогонь,-0.59
серафим,-0.59
перестрялал,-0.59
"#Николаев
https://t.co/4uJsnMDxyv",-0.59
uclfinal,-0.59
Sandbox,-0.59
выпука,-0.59
пришлаааа,-0.59
8LAo0g31Lx,-0.59
51700,-0.59
#украинский,-0.59
автосервис,-0.59
"#Ярославль
https://t.co/tvXFTTVqgY",-0.59
#TEDxMoscow.,-0.59
дьявольщина,-0.59
#Hydra,-0.59
.....................................,-0.59
шептать#,-0.59
зочэм,-0.59
шрифт,-0.59
GTTFKBI,-0.59
дооолго,-0.59
ардчилал,-0.59
BP,-0.59
времяяяя,-0.59
микродермал,-0.59
нильззяя,-0.59
джинчюрик,-0.59
бояться#,-0.59
претендентка,-0.59
"#LoveBTS
грохотать",-0.59
Strange,-0.59
анимешница,-0.59
судьбоносный,-0.59
#плиз,-0.59
фиип,-0.59
#TEDxLasnamäe,-0.59
сталий,-0.59
перемеривать,-0.59
карамацу,-0.59
DAY,-0.59
вской,-0.59
ссыщишь,-0.59
начинаеться,-0.59
андрогин,-0.59
#dummy,-0.59
"#Ижевск
https://t.co/TTM29ap35E",-0.59
ликсутов,-0.59
zi,-0.59
#рыба,-0.59
GTTGYEW,-0.59
"=(""""",-0.59
фамильице,-0.59
уэст,-0.59
#csk66,-0.59
битвафанклуб,-0.59
thedom,-0.59
попариться,-0.59
пбу,-0.59
доминикан,-0.59
катричев,-0.59
pr,-0.59
дорд,-0.59
21ый,-0.59
#NAU,-0.59
сейф,-0.59
#LOVERADIOВСЁИСПРАВИТ,-0.59
8393,-0.59
Justfriend,-0.59
твииттер,-0.59
#ISL,-0.59
#рыбы,-0.59
зайчуууууууша,-0.59
;;''((-//((,-0.59
#Touka,-0.59
аялсан,-0.59
"#инновации
https://t.co/dS0DxNF9kJ",-0.59
менге,-0.59
маккензи,-0.59
неосознанный,-0.59
мамулька,-0.59
бабенция,-0.59
виктимблейминг,-0.59
отрядд,-0.59
#общага,-0.59
ыйдж,-0.59
лондо,-0.59
предсказуемость,-0.59
stydia,-0.59
таксовать,-0.59
тогоротебать,-0.59
бордовый,-0.59
"#Саратов
https://t.co/75MEpTTDN0",-0.59
4RWD,-0.59
законьчиться,-0.59
MedoliveMD,-0.59
гто,-0.59
:''''''''(((,-0.59
болба,-0.59
неспра,-0.59
Yakub,-0.59
(:(,-0.59
задрапировывать,-0.59
мммМММ,-0.59
#Матвей,-0.59
ресиверыцен,-0.59
таксссс,-0.59
канна,-0.59
1204,-0.59
#ТвоиКумирыФолловятРашку,-0.59
ImNobodyToo,-0.59
сонбэним,-0.59
#технологии,-0.59
тваео,-0.59
мишагин,-0.59
тотать,-0.59
проиграли2,-0.59
зауч,-0.59
#витебскдрев,-0.59
"#BTS
Надо",-0.59
тефтелька,-0.59
цээж,-0.59
??????(((((((,-0.59
жизаааааааааа,-0.59
#бедныелюди,-0.59
байлгаж,-0.59
полупрозрачный,-0.59
времень,-0.59
ноооочиии,-0.59
Cy0F8FlbD9,-0.59
bRXke5P8wv,-0.59
сапфировый,-0.59
скрафтила,-0.59
8кг,-0.59
утенко,-0.59
"#50ПРИЧИНЛЮБИТЬMATTWALST

43.",-0.59
160521,-0.59
шлюшьи,-0.59
харлок,-0.59
#ASUS,-0.59
поторопиться,-0.59
почелуйчик,-0.59
#referee,-0.59
"#SpiderMan
Хочу",-0.59
техподдержка,-0.59
#строительство,-0.59
выкини,-0.59
оружыем,-0.59
наставлять,-0.59
1.4600,-0.59
карон,-0.59
#TTCircuit,-0.59
чадалгүй,-0.59
недостающий,-0.59
(((::::,-0.59
󾥨,-0.59
skilla,-0.59
"#Луцк
https://t.co/L6z4yASDxL",-0.59
"#спасиисохраниблять
Скоро",-0.59
♥:((((((((((((,-0.59
зазомбировать,-0.59
#нетувесны,-0.59
(:--+*%}]_\|&,-0.59
тсузука,-0.59
понеделя,-0.59
принцеесскаааа,-0.59
конвертик,-0.59
#ЧИМИН&lt;b..,-0.59
Merkel,-0.59
варик,-0.59
пралеска,-0.59
❗❗❗❗,-0.59
"#Барнаул
https://t.co/YeaQWdDx9c",-0.59
#ещдили,-0.59
всадник,-0.59
"#ҽѵɑ
#top_in…",-0.59
W1310M,-0.59
] / / №,-0.59
инфи,-0.59
зурганд,-0.59
тульскийгосударственныйуниверситет#,-0.59
#LED_лампочка,-0.59
инфографика,-0.59
"#Самара
https://t.co/rGSYyPrTTQ",-0.59
общажка,-0.59
соатветственно,-0.59
темпр,-0.59
ошибочный,-0.59
гланолят,-0.59
жулебино,-0.59
холодеть,-0.59
#бездомные,-0.59
чародейский,-0.59
товарищоказываетсяглор,-0.59
педобирка,-0.59
кожанный,-0.59
ахахахаааха,-0.59
нинадо,-0.59
отоличный,-0.59
делюжн,-0.59
больница#,-0.59
:(:((:(:(:((((((,-0.59
GTTSRQP,-0.59
лрма,-0.59
#Скорбим,-0.59
"!!! """,-0.59
#Hap..,-0.59
"#Кировоград
https://t.co/Fx4TTAxGPh",-0.59
сфотиться,-0.59
робокоп,-0.59
16а,-0.59
рейка,-0.59
леначка,-0.59
#еду,-0.59
господиииииии,-0.59
):/,-0.59
X99StqjRKW,-0.59
Tio,-0.59
16К,-0.59
борисовчанин,-0.59
дойль,-0.59
евровижить,-0.59
"#Сумы
https://t.co/6AEGmDxy5h",-0.59
Lin,-0.59
ПД,-0.59
открещиваться,-0.59
лаптист,-0.59
раскалять,-0.59
Chi,-0.59
укрправительство,-0.59
Пн,-0.59
орфоошибка,-0.59
#sobyanizmunet,-0.59
казахстанец,-0.59
наследие,-0.59
хуурын,-0.59
эххэ,-0.59
ПЯ,-0.59
дебилизация,-0.59
фотошооооп,-0.59
Monika,-0.59
бревнище,-0.59
PILOT,-0.59
чаевничать,-0.59
"#СмсПоздравлениеТвиттерскому
79110527483
Может",-0.59
байшина,-0.59
хахахахахаххахахахахахахаххахаххахахахвхвхвхвх,-0.59
#LTV,-0.59
ANTI,-0.59
надоедаеисеться,-0.59
өвдчихлөө,-0.59
повиснуть,-0.59
обсерватория,-0.59
1284,-0.59
1280,-0.59
1282,-0.59
кроссфи,-0.59
#lb,-0.59
prekrasnayal,-0.59
позерствовать,-0.59
first,-0.59
Blue,-0.59
#армия,-0.59
Бүгд,-0.59
160406,-0.59
160403,-0.59
выборный,-0.59
наваждение,-0.59
"#ДетскиеФоткиТвиттерских
((
такая",-0.59
капиталистический,-0.59
мнегрустный,-0.59
"#Хмельницкий
https://t.co/hBTf2TTZZu",-0.59
харьов,-0.59
ZJvjeeeaoe,-0.59
нашлвы,-0.59
#dressage,-0.59
((((( [,-0.59
помирить,-0.59
"#homestuck
TT:",-0.59
KGD,-0.59
стоячий,-0.59
#павловка,-0.59
((((( ,-0.59
((((( *,-0.59
ухуулсэн,-0.59
askfm,-0.59
шүүх,-0.59
скучнно,-0.59
#прокат,-0.59
антонович,-0.59
прошууууу,-0.59
дорсить,-0.59
! / / /,-0.59
выжигатель,-0.59
#накипело,-0.59
! ((((,-0.59
went,-0.59
утихомириваться,-0.59
»: ©,-0.59
dunaitseva,-0.59
захаровский,-0.59
цаца,-0.59
складской,-0.59
осака,-0.59
носастый,-0.59
content,-0.59
флюкс,-0.59
евросуд,-0.59
ыалдьан,-0.59
просторечный,-0.59
валец,-0.59
заводной,-0.59
добряш,-0.59
браконьерство,-0.59
мэднэлдээ,-0.59
B1371EU4,-0.59
лицезреть,-0.59
ракия,-0.59
tanyha,-0.59
мореее,-0.59
санаатай,-0.59
запенсионериться,-0.59
экспириенс,-0.59
Mirror,-0.59
291,-0.59
сут,-0.59
джарот,-0.59
гринна,-0.59
PlayStation,-0.59
похожо,-0.59
#TEDxAlmatyLive,-0.59
совем,-0.59
вота,-0.59
?!!!:,-0.59
сурталчилгаа,-0.59
3R6PJ52OVi,-0.59
комкаться,-0.59
делють,-0.59
армянка,-0.59
утраааа,-0.59
донимать,-0.59
брюховецкий,-0.59
#ХОККЕЙ,-0.59
гугул,-0.59
переселанцы,-0.59
БУДЫЩщщ,-0.59
туркохохляцкий,-0.59
X50V5,-0.59
жаркоой,-0.59
внез,-0.59
мандон,-0.59
биасс,-0.59
silly,-0.59
синтепон,-0.59
2699,-0.59
сун,-0.59
хэштэгу,-0.59
18.00,-0.59
18.07,-0.59
#TATTOAllEX,-0.59
заночевать,-0.59
крысок,-0.59
13м,-0.59
хелпануть,-0.59
стихийный,-0.59
подбираться,-0.59
дажерепоститьстыдноноэтожегфа,-0.59
#France:,-0.59
яанадаа,-0.59
#джустяфолловиткаждого,-0.59
барилдаана,-0.59
разжирнеть,-0.59
xtnQybWjNA,-0.59
641088,-0.59
истощение,-0.59
тикки,-0.59
#Гавань,-0.59
#ЛюдвигЖиви,-0.59
тщетность,-0.59
простреливаться,-0.59
сонещидэ,-0.59
#готовлюсь,-0.59
#Чонхёсон,-0.59
элиза,-0.59
#ПоследнийГод,-0.59
законтивось,-0.59
гурия,-0.59
#автоновости,-0.59
задолжать,-0.59
жолудить,-0.59
фомин,-0.59
усроить,-0.59
#деградация,-0.59
савковый,-0.59
воеваль,-0.59
магнитогорский,-0.59
ознакомляться,-0.59
XHmHRuXFLY,-0.59
фотосъемка,-0.59
#кры…,-0.59
#прогул…,-0.59
кулаковская,-0.59
#ПремьераФолловитГражданку,-0.59
курса4,-0.59
маааааа,-0.59
#фестиваль,-0.59
#бол…,-0.59
нийгмийн,-0.59
боллаххытын,-0.59
арчилж,-0.59
любезничать,-0.59
брайн,-0.59
гирька,-0.59
получилсо,-0.59
#anteater#nttr,-0.59
адвокатишки,-0.59
иноземец,-0.59
рюнносок,-0.59
сдалсо,-0.59
фантааазие,-0.59
ХХС,-0.59
риверайленд,-0.59
невозвращаемый,-0.59
"#forex
#АНАЛИТИКА
EURAUD:",-0.59
#стирка,-0.59
крааайне,-0.59
красавицагоншим,-0.59
раскольников,-0.59
ярославцев,-0.59
предательнецей,-0.59
berrzzerker,-0.59
nastya8877,-0.59
катенка,-0.59
куйбышева,-0.59
HALO,-0.59
#Набор,-0.59
#CORVETTE,-0.59
виньетка,-0.59
пиздеса,-0.59
съебываться,-0.59
слышишешь,-0.59
папарацции,-0.59
ебаныйпиздец,-0.59
#mountains,-0.59
хэджхог,-0.59
ээж,-0.59
мигроблогер,-0.59
едучий,-0.59
Maxi,-0.59
::(,-0.59
Saltana,-0.59
#RIP,-0.59
Рашы,-0.59
"#Ульяновск
https://t.co/QDxzojqUGt",-0.59
SANETTA,-0.59
three,-0.59
GTTGWAX,-0.59
елисей,-0.59
ющенко,-0.59
нехотя,-0.59
сефчас,-0.59
#Нальчик,-0.59
CK,-0.59
чого,-0.59
загибать,-0.59
167,-0.59
виндоуз,-0.59
CV,-0.59
163,-0.59
::[,-0.59
мно,-0.59
малышечка,-0.59
"#TROYELOOKATTHISPLAGIARISM
Помогите",-0.59
#опишижизнь,-0.59
дон-кихот,-0.59
T4qENWqPiE,-0.59
!!!?????,-0.59
фотацца,-0.59
ужесточаться,-0.59
Хосподяяя,-0.59
#ASHTON,-0.59
полууставный,-0.59
специализировать,-0.59
студентесса,-0.59
#They,-0.59
нищевыебаный,-0.59
"#TROYELOOKATTHISPLAGIARISM
Че",-0.59
спокойнойночка,-0.59
♡♡♡ ,-0.59
L7kAG59PP4,-0.59
KITTIN,-0.59
божа,-0.59
гиппократ,-0.59
"#Красноярск
https://t.co/VpEeTT1ITt",-0.59
FATE,-0.59
челмет,-0.59
аптеншенский,-0.59
иллеван,-0.59
ласкание,-0.59
Sekшi,-0.59
ботильон,-0.59
одношка,-0.59
тулна,-0.59
Nuts,-0.59
"((((((((""""",-0.59
уипать,-0.59
вальва,-0.59
фаааайтиииин,-0.59
"#в_мире
https://t.co/DYSkMDx03B",-0.59
#хувиан,-0.59
твоикумирыфолловятрашка,-0.59
#FoursquareFind,-0.59
"#loveBTS
Жить",-0.59
#спортивныеново…,-0.59
Mongol76,-0.59
аааааавва,-0.59
#Псков,-0.59
урядовци,-0.59
²,-0.59
#Теннис,-0.59
redIGtkxs2,-0.59
бернь,-0.59
дейли,-0.59
доброжелательный,-0.59
моноблок,-0.59
невзирая,-0.59
((�,-0.59
созыв,-0.59
дряхлый,-0.59
сюдаходятлюдипокрепкий,-0.59
#SeoYeJi,-0.59
марлинский,-0.59
фаааакк,-0.59
ROMEOC,-0.59
биспать,-0.59
#ЦСКА,-0.59
киреев,-0.59
#SUN,-0.59
"#Саратов
https://t.co/Cid3xVDxXL",-0.59
размножать,-0.59
почтисорока,-0.59
#80,-0.59
парковочный,-0.59
"#TT_TiT
Ого",-0.59
увийшли,-0.59
203,-0.59
уншигд,-0.59
#ненавижу,-0.59
гримерный,-0.59
символьный,-0.59
"#HappyBirthdayGerardWay
Джи:
–",-0.59
тэс,-0.59
фандооооом,-0.59
баллин,-0.59
джингукки,-0.59
206,-0.59
фикриминать,-0.59
дикси,-0.59
фааааак,-0.59
абидку,-0.59
#лажа,-0.59
пххахпхахахаах,-0.59
гомдоогоод,-0.59
"#Николаев
https://t.co/Ertej7TTTY",-0.59
наращив,-0.59
вольфганг,-0.59
упси,-0.59
СУКПИЗЦ,-0.59
#ультрафиолет,-0.59
#люблютебя,-0.59
Reverse,-0.59
тэй,-0.59
тэп,-0.59
reggi,-0.59
паняяяятненькаааа,-0.59
:-( =//,-0.59
недетский,-0.59
#айфикжизнь,-0.59
зиммасиг,-0.59
#attention,-0.59
маамаааа,-0.59
жутковато,-0.59
PENCOTT,-0.59
#DylanO''Brien,-0.59
"...""""",-0.59
талеб,-0.59
монтан,-0.59
#УмеюСтавитьТаймерНаКамеру,-0.59
вятрович,-0.59
#Боты,-0.59
1682,-0.59
опппааа,-0.59
режся,-0.59
съезжить,-0.59
трезвенник,-0.59
#температура,-0.59
байрнаас,-0.59
#ХочуПопастьНаТвойКонцерт,-0.59
дизайнерскаяодежда#,-0.59
22S,-0.59
клеточка,-0.59
229,-0.59
пелочупс,-0.59
225,-0.59
#MITT-2016,-0.59
222,-0.59
горбун,-0.59
мелани,-0.59
қўйинг,-0.59
гдэг,-0.59
теплынь,-0.59
прицеп,-0.59
Nesquik,-0.59
анб,-0.59
AskMBAND,-0.59
Feat,-0.59
"#Львов
https://t.co/o2DxN8mE3h",-0.59
чичестер,-0.59
"#MATTWALST_JAREDLETO
4.",-0.59
#нн,-0.59
айва,-0.59
дэниэл,-0.59
LORD,-0.59
"#НижнийНовгород
https://t.co/t86mUGngTT",-0.59
блядкой,-0.59
дирекшионерызахватятвселенная,-0.59
#аб…,-0.59
меняу,-0.59
назад9,-0.59
7x24,-0.59
впередквят,-0.59
обшатся,-0.59
скобочкакрышечка,-0.59
хвалиться,-0.59
#футболка,-0.59
#футболки,-0.59
#Sumin,-0.59
арвовпылаовиырлвлвтаирчоатвтатоаоаиаврвлвлвтат,-0.59
экстремум,-0.59
ебнутоватый,-0.59
16тилетнюю,-0.59
XS,-0.59
like4like,-0.59
"#laLigaBBVA
#онлайнставкинаспорт",-0.59
ночер,-0.59
снишшшьссся,-0.59
незакомлексованный,-0.59
заплевывать,-0.59
такуми,-0.59
надиктовывать,-0.59
нажыв,-0.59
GTTXZKC,-0.59
KITA,-0.59
ugra,-0.59
риордан,-0.59
junkosuzuki,-0.59
охватывать,-0.59
WD,-0.59
камуи,-0.59
mila,-0.59
папарац,-0.59
мыы,-0.59
"#TEDxKharkiv
Отлично",-0.59
недоговаривать,-0.59
#strava,-0.59
саундтрек,-0.59
"#Челябинск
https://t.co/3tp1tHnKDx",-0.59
меджлис,-0.59
рязанец,-0.59
#ихтамнет.,-0.59
#гаи,-0.59
сдеградировать,-0.59
Amelie,-0.59
топография,-0.59
хуякса,-0.59
парожно,-0.59
психотронный,-0.59
нудный,-0.59
накахар,-0.59
danilova,-0.59
врядли,-0.59
окти,-0.59
WickedTeam,-0.59
трешер,-0.59
водокачка,-0.59
негуманный,-0.59
#blues,-0.59
#twitterconfessions_добро,-0.59
гэждээ,-0.59
виндоусый,-0.59
#adidasswimwear,-0.59
"#50ПРИЧИНЛЮБИТЬMATTWALST

32.",-0.59
пластилиновый,-0.59
какието,-0.59
какиета,-0.59
тренируюся,-0.59
абоджа,-0.59
локимин,-0.59
MTVteenwolf,-0.59
CHOKOBORU,-0.59
#жизньодна,-0.59
крикливый,-0.59
годок,-0.59
эксплуатировать,-0.59
саяхан,-0.59
анфить,-0.59
Maggiore,-0.59
балтийск,-0.59
розыбакиев,-0.59
"#Челябинск
https://t.co/DxGIIj099r",-0.59
щеневмерла,-0.59
вульгарный,-0.59
#icicle,-0.59
формально,-0.59
урчание,-0.59
16gb,-0.59
gXKzTT1YBI,-0.59
гопнег,-0.59
ноууууу,-0.59
14.98,-0.59
выплнимый,-0.59
14.95,-0.59
#csgo,-0.59
явахад,-0.59
маломосковский,-0.59
:((((((((((((((((((((,-0.59
...((((,-0.59
набуерачиться,-0.59
BITCOIN,-0.59
рельс,-0.59
#любимыескучаю,-0.59
"#фото

https://t.co/CQObyfDxo5
#Ионова",-0.59
срек,-0.59
адия,-0.59
Chernobyl,-0.59
#planb,-0.59
томчууд,-0.59
россиявперед,-0.59
дададвдвдалалалвлалалалалодваааааа,-0.59
летсплей,-0.59
тожииии,-0.59
бамажный,-0.59
козявка,-0.59
fly,-0.59
М7,-0.59
крутотейский,-0.59
996552169,-0.59
#энерджидиет,-0.59
волынянин,-0.59
monyuSuG,-0.59
джанет,-0.59
гарг,-0.59
#ios9.3,-0.59
матиас,-0.59
выплакать,-0.59
хочулюбовь,-0.59
12.63,-0.59
#кинотеатрКалинина,-0.59
панимаишь,-0.59
фооооотик,-0.59
посуху,-0.59
свирепо,-0.59
чойбалсан,-0.59
стир,-0.59
багарара,-0.59
"#пикник
#Кулеш
https://t.co/1YCjTTxFbc
Очень",-0.59
еврогейский,-0.59
#vi…,-0.59
хоспадееее,-0.59
ламб,-0.59
NENETTE,-0.59
"#LiamDay
я",-0.59
доставучий,-0.59
уншчивый,-0.59
тоза,-0.59
""""" :-(((",-0.59
#ШаурмаЖиви,-0.59
q,-0.59
болсад,-0.59
ФаризаОңғарсынова,-0.59
GTTZQFJ,-0.59
38800,-0.59
Yoga,-0.59
((((♥♥,-0.59
пикнуть,-0.59
#мастерхэштего…,-0.59
липеева,-0.59
донитальяно,-0.59
Simon,-0.59
поместье,-0.59
бозоря,-0.59
духотваренный,-0.59
цена#,-0.59
Kame,-0.59
дэмс,-0.59
жжение,-0.59
тдет,-0.59
novaya,-0.59
#психология,-0.59
кыянка,-0.59
ртк,-0.59
фотоискусство,-0.59
ахпхпхажсдс,-0.59
"#VIOLETTREE
БОЖЕ",-0.59
#учебатакаяучеба,-0.59
подсчет,-0.59
тэкси,-0.59
7часов,-0.59
KTS5wy5YKd,-0.59
kkk,-0.59
джэхен,-0.59
безбожгым,-0.59
"#Самара
https://t.co/tCutHaDxt7",-0.59
благодарственный,-0.59
"#Чувашия
https://t.co/Pm3F1tTTG3",-0.59
шале,-0.59
Event,-0.59
"#Владивосток
https://t.co/2wDxOzlLDa",-0.59
!!??!!,-0.59
"#лицей#скучно#урок#фак#школа
#fuck#school",-0.59
адик,-0.59
тебеж,-0.59
тузолупень,-0.59
#КубаньДинамо,-0.59
проректор,-0.59
тольяттинский,-0.59
поддельщик,-0.59
#сдамматаннасоточ…,-0.59
брейкин,-0.59
iPhoneSE,-0.59
#Overview,-0.59
дво,-0.59
мусульманин,-0.59
#паук,-0.59
#iPhoneSE((((,-0.59
сруский,-0.59
дву,-0.59
шибздик,-0.59
обрюхатить,-0.59
"#Челябинск
https://t.co/TTv6rHSgWT",-0.59
⭐✨,-0.59
#замечательныйвечер,-0.59
увидилиться,-0.59
"#TT

https://t.co/gFJe6dQnaz",-0.59
снасть,-0.59
b2vx46jRSK,-0.59
какая,-0.59
#свиристели,-0.59
ньюйорк,-0.59
ептить,-0.59
автоград,-0.59
GravityFalls,-0.59
капслук,-0.59
ебтвм,-0.59
пиздаболка,-0.59
рэнделлгон,-0.59
"#Челябинск
https://t.co/UTTletYeGy",-0.59
пер,-0.59
#Music,-0.59
улыбкиии,-0.59
KazakhstanArmyloveBTS,-0.59
энциклопедия,-0.59
дребедень,-0.59
недумова,-0.59
килограммовый,-0.59
пусенька,-0.59
чучхела,-0.59
((( “,-0.59
цепочный,-0.59
гофман,-0.59
FRM,-0.59
TUMBLR,-0.59
регистратор,-0.59
менопауза,-0.59
тенг,-0.59
пел,-0.59
хазвхвззаааа,-0.59
двухчасовой,-0.59
боммббит,-0.59
FERRARI,-0.59
нуждающийся,-0.59
#Глаза,-0.59
DO,-0.59
прозвучалD,-0.59
DI,-0.59
"#TROYELOOKATTHISPLAGIARISM
весь",-0.59
соембо,-0.59
ahahhahaha,-0.59
DV,-0.59
жилийнхд,-0.59
тельце,-0.59
#TEDx2016:,-0.59
мартаа,-0.59
всепучок,-0.59
#стихия,-0.59
действующий,-0.59
бомжуй,-0.59
головаболит,-0.59
страшннн,-0.59
#beanboozled,-0.59
экзоскелет,-0.59
351,-0.59
хуелол,-0.59
ебанинка,-0.59
алишер,-0.59
nastia20037,-0.59
жаркоооооооо,-0.59
"...."""" .",-0.59
"☻"""" / (",-0.59
субб,-0.59
феттель,-0.59
такоэ,-0.59
суун,-0.59
NETTY2016,-0.59
wpHblwJPH2,-0.59
PdthDmfxNd,-0.59
"#ХМАО

Подробнее",-0.59
пиха,-0.59
билээшт,-0.59
несерьезно,-0.59
данте,-0.59
зубников,-0.59
диярбакыр,-0.59
еерей,-0.59
#ВожатыеКрыма,-0.59
лермонтовский,-0.59
Akademia,-0.59
#КартохиФолловятСессию,-0.59
гатс,-0.59
ьон,-0.59
#Nkpeace,-0.59
лабораторка,-0.59
вмыливать,-0.59
причи,-0.59
постряпать,-0.59
"#Казань
https://t.co/Txu8TTy63c",-0.59
нейк,-0.59
антиглоб,-0.59
hostage,-0.59
""""":(((",-0.59
#Новатэк,-0.59
сдуру,-0.59
нааайл,-0.59
#fczl,-0.59
пафас,-0.59
Пе4аль,-0.59
сикх,-0.59
предсердие,-0.59
13.46,-0.59
нотаха,-0.59
дубовка,-0.59
"#Волгоград
https://t.co/0ehIDxaejM",-0.59
! ;),-0.59
нарколыга,-0.59
((((((( :-(,-0.59
лохол,-0.59
обжигаться,-0.59
"#Ростов
https://t.co/VdlGJwWXDx",-0.59
фальсифицировать,-0.59
бляяяяяяяяяяяяяяяяяяяяяяяяяяяяяяяяяя,-0.59
переовд,-0.59
128171,-0.59
#Форекс_новости,-0.59
:((☁☁,-0.59
шейкер,-0.59
FilaFlex,-0.59
плейлистика,-0.59
евоной,-0.59
твиттерской,-0.59
358,-0.59
(((₩,-0.59
стоимос,-0.59
BOTTOMS,-0.59
нисгэгчид,-0.59
невезуха,-0.59
антиреформа,-0.59
подделывать,-0.59
маркиньос,-0.59
"#WatchHairOnVEVO
😍😍😍😍😍
Клип",-0.59
зафолавливать,-0.59
#freestyle,-0.59
панасоник,-0.59
#Интурмаркет,-0.59
DXgC5zW6d6,-0.59
четприуныть,-0.59
"#Пермь
https://t.co/IDxNm7qqBE",-0.59
барсуууууу,-0.59
упрлася,-0.59
өрөөсөн,-0.59
creep,-0.59
#жрать,-0.59
нижегородка,-0.59
жанжак,-0.59
офуенить,-0.59
живописечка,-0.59
читатет,-0.59
#teamcap,-0.59
#ГрустныйПост,-0.59
поожалуйста,-0.59
7nXiK2zs2T,-0.59
влечение,-0.59
люблюкошка,-0.59
JuliaVadimovnaD,-0.59
курсировать,-0.59
naum,-0.59
расистынелюди,-0.59
Xddddd,-0.59
40750,-0.59
LOTTOCENTO,-0.59
LAX,-0.59
тройца,-0.59
закинтос,-0.59
olgunya,-0.59
Мн,-0.59
понторез,-0.59
богоматерь,-0.59
ұят,-0.59
нонешний,-0.59
подсуетиться,-0.59
зимууу,-0.59
пегас,-0.59
жавобгарликнуть,-0.59
"#информатика
блин",-0.59
галовка,-0.59
Dota2,-0.59
засранность,-0.59
перископлять,-0.59
истоия,-0.59
сеструлька,-0.59
#КухняСтС,-0.59
арморыг,-0.59
мәдениетімізді,-0.59
#MSTT,-0.59
сахилгагүй,-0.59
гордон,-0.59
чжинить,-0.59
#тюмень#дети#горсад#цпкио#карусели#9мая,-0.59
навижуу,-0.59
ууужаас,-0.59
пилон,-0.59
гатить,-0.59
allatomilina95,-0.59
особенност,-0.59
лямурия,-0.59
гэжээ,-0.59
по-тульски,-0.59
((--,-0.59
#Бигстар,-0.59
бзик,-0.59
OVER,-0.59
негативкууууу,-0.59
тостожопый,-0.59
#MlgColumbus,-0.59
балпгсха2016,-0.59
эол,-0.59
ревенг,-0.59
остов,-0.59
0127,-0.59
лгун,-0.59
"#Новосибирск
https://t.co/sf9PTTiTAj",-0.59
1.00,-0.59
#Картиныказань,-0.59
стоковый,-0.59
#капельн…,-0.59
5кг,-0.59
физхим,-0.59
KolDim,-0.59
#SGOMMATUTTO,-0.59
"#ВеснаФолловитГормоныВеснаааа",-0.59
всееееееееееееее,-0.59
5ENwKDAw1f,-0.59
славагеройский,-0.59
убиваит,-0.59
песах,-0.59
намеееек,-0.59
плюш,-0.59
"#Севастополь
https://t.co/ncusLDxQDP",-0.59
70мтр,-0.59
қилишни,-0.59
Yota,-0.59
anastasia,-0.59
дабляяя,-0.59
WVA,-0.59
атыболеть,-0.59
#MUFC,-0.59
мосэнерго,-0.59
ичидагиларень,-0.59
фанючкин,-0.59
60.90,-0.59
Fridaythe13th,-0.59
VENET,-0.59
#Голландцы,-0.59
53к,-0.59
tatiana1987mokravina,-0.59
нормово,-0.59
airline,-0.59
":""""""""""""(((",-0.59
ивила,-0.59
касим,-0.59
чтола,-0.59
хочча,-0.59
элиссон,-0.59
коннектикут,-0.59
кетпенизнуть,-0.59
фобия,-0.59
качалин,-0.59
Пляяя,-0.59
#срочно,-0.59
#blackstar,-0.59
мрозин,-0.59
"#Саратов
https://t.co/Dx1gH5ILP8",-0.59
#AOACREAM,-0.59
"#Саратов
https://t.co/eQ9TTz27mK",-0.59
мартаж,-0.59
#настроениевернись,-0.59
суперконференция,-0.59
неожид,-0.59
#торговля,-0.59
энтео,-0.59
ренуар,-0.59
проавтомобилист,-0.59
Ехх,-0.59
Sansung,-0.59
ruslansp2014,-0.59
инеь,-0.59
сагат,-0.59
воссоздавать,-0.59
#роб…,-0.59
хым,-0.59
палятина,-0.59
вулiцы,-0.59
кне,-0.59
#стадион,-0.59
цун,-0.59
бруни,-0.59
6лять,-0.59
#nl_star,-0.59
гидрострой,-0.59
дублер,-0.59
zimin,-0.59
махаться,-0.59
35000,-0.59
снеееег,-0.59
грустняшно,-0.59
күн,-0.59
Canvas,-0.59
Van,-0.59
митать,-0.59
ленька,-0.59
IgorGolov,-0.59
донбассебезмолвный,-0.59
зарегистрировать,-0.59
"#TROYELOOKATTHISPLAGIARISM
Обновленная",-0.59
_______________________,-0.59
хоробрый,-0.59
телефонка,-0.59
любофффф,-0.59
кхы,-0.59
кременчугский,-0.59
"#WeWantTheoBack
Верните",-0.59
селин,-0.59
#мнение,-0.59
мальчиков,-0.59
#rcnocrop,-0.59
казуки,-0.59
кослан,-0.59
получяется,-0.59
когтистый,-0.59
такооооого,-0.59
синый,-0.59
#бизнестур,-0.59
#новыйинстаграмм,-0.59
шавуха,-0.59
мрачненько,-0.59
2K2JUyx3nG,-0.59
